id,V-score,VL-score,db,name,genomad_plasmid_marker
K03552,4.69,2.671172843,KEGG,holliday junction resolvase [EC:3.1.21.10],False
K07484,4.09,2.611723308,KEGG,transposase,False
K07494,3.88,2.588831726,KEGG,putative transposase,False
K26534,3.7,2.568201724,KEGG,Poxviridae DNA holliday junction resolvase [EC:3.1.-.-],False
K01664,2.47,2.392696953,KEGG,para-aminobenzoate synthetase component II [EC:2.6.1.85],False
K07495,2.45,2.389166084,KEGG,putative transposase,False
K13791,2.44,2.387389826,KEGG,invasion plasmid antigen,False
K13950,2.16,2.334453751,KEGG,para-aminobenzoate synthetase [EC:2.6.1.85],False
K07332,1.94,2.28780173,KEGG,archaeal flagellar protein FlaI,True
K07725,1.94,2.28780173,KEGG,CRISPR-associated protein Csa3,False
K12062,1.84,2.264817823,KEGG,conjugal transfer pilin signal peptidase TrbI,True
K03194,1.47,2.167317335,KEGG,type IV secretion system protein VirB1,True
K03929,1.07,2.029383778,KEGG,para-nitrobenzyl esterase [EC:3.1.1.-],False
K07344,1.01,2.004321374,KEGG,type IV secretion system protein TrbL,True
K25056,1.0,2.0,KEGG,HTLV-1 integrase,False
K26527,1.0,2.0,KEGG,Rudiviridae holliday junction resolvase [EC:3.1.21.10],False
K24803,1.0,2.0,KEGG,HIV-1 integrase,False
K19117,0.96,1.982271233,KEGG,CRISPR-associated protein Csd1,False
K03342,0.9,1.954242509,KEGG,para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38],False
K01152,0.87,1.939519253,KEGG,isftu1 transposase,False
K03632,0.87,1.939519253,KEGG,chromosome partition protein MukB,False
K09951,0.8,1.903089987,KEGG,CRISPR-associated protein Cas2,False
K19126,0.77,1.886490725,KEGG,CRISPR system Cascade subunit CasE,False
K07475,0.72,1.857332496,KEGG,CRISPR-associated endonuclease Cas3-HD [EC:3.1.-.-],False
K07498,0.71,1.851258349,KEGG,putative transposase,False
K18320,0.69,1.838849091,KEGG,"transposase, IS6 family",False
K19090,0.68,1.832508913,KEGG,CRISPR-associated protein Cas5t,False
K19118,0.62,1.792391689,KEGG,CRISPR-associated protein Csd2,False
K07489,0.61,1.785329835,KEGG,transposase,False
K19115,0.6,1.77815125,KEGG,CRISPR-associated protein Csh2,False
K19091,0.59,1.770852012,KEGG,CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-],False
K23371,0.58,1.763427994,KEGG,"L-serine kinase (ATP) / ParB family transcriptional regulator, heme-responsive regulator [EC:2.7.1.225]",False
K03201,0.49,1.69019608,KEGG,type IV secretion system protein VirB6,True
K19116,0.48,1.681241237,KEGG,CRISPR-associated protein Cas5h,False
K19119,0.48,1.681241237,KEGG,CRISPR-associated protein Cas5d,False
K19123,0.44,1.643452676,KEGG,CRISPR system Cascade subunit CasA,False
K09002,0.41,1.612783857,KEGG,CRISPR-associated protein Csm3,False
K19144,0.39,1.591064607,KEGG,CRISPR-associated protein Csx3,False
K18434,0.39,1.591064607,KEGG,type IV secretion system T-DNA border endonuclease VirD2,True
K12065,0.31,1.491361694,KEGG,conjugal transfer pilus assembly protein TraB,True
K19128,0.28,1.447158031,KEGG,CRISPR-associated protein Csy2,False
K03204,0.26,1.414973348,KEGG,type IV secretion system protein VirB9,True
K20532,0.25,1.397940009,KEGG,type IV secretion system protein TrbG,True
K19124,0.25,1.397940009,KEGG,CRISPR system Cascade subunit CasC,False
K12070,0.25,1.397940009,KEGG,conjugal transfer pilus assembly protein TraI,True
K01665,0.24,1.380211242,KEGG,para-aminobenzoate synthetase component I [EC:2.6.1.85],False
K12206,0.23,1.361727836,KEGG,intracellular multiplication protein IcmB [EC:7.2.4.8],True
K20531,0.22,1.342422681,KEGG,type IV secretion system protein TrbF,True
K19125,0.22,1.342422681,KEGG,CRISPR system Cascade subunit CasD,False
K19145,0.22,1.342422681,KEGG,CRISPR-associated protein Csx16,False
K19129,0.19,1.278753601,KEGG,CRISPR-associated protein Csy3,False
K19130,0.19,1.278753601,KEGG,CRISPR-associated endonuclease Csy4 [EC:3.1.-.-],False
K19127,0.17,1.230448921,KEGG,CRISPR-associated protein Csy1,False
K20266,0.17,1.230448921,KEGG,type IV secretion system protein TrbJ,True
K12056,0.16,1.204119983,KEGG,conjugal transfer mating pair stabilization protein TraG,True
K03200,0.15,1.176091259,KEGG,type IV secretion system protein VirB5,True
K12057,0.14,1.146128036,KEGG,conjugal transfer pilus assembly protein TraF,True
K19046,0.12,1.079181246,KEGG,CRISPR system Cascade subunit CasB,False
K19075,0.11,1.041392685,KEGG,CRISPR-associated protein Cst2,False
K12209,0.1,1.0,KEGG,intracellular multiplication protein IcmE,True
K03198,0.09,0.954242509,KEGG,type IV secretion system protein VirB3,True
K07016,0.08,0.903089987,KEGG,CRISPR-associated protein Csm1,False
K12060,0.08,0.903089987,KEGG,conjugal transfer pilus assembly protein TraU,True
K12058,0.07,0.84509804,KEGG,conjugal transfer mating pair stabilization protein TraN,True
K12072,0.07,0.84509804,KEGG,conjugative transfer pilus assembly protein TraH,True
K19122,0.06,0.77815125,KEGG,CRISPR-associated protein Csc3,False
K19131,0.06,0.77815125,KEGG,CRISPR-associated protein Csb1,False
K19132,0.06,0.77815125,KEGG,CRISPR-associated protein Csb2,False
K12067,0.06,0.77815125,KEGG,conjugal transfer pilus assembly protein TraE,True
K15366,0.06,0.77815125,KEGG,salmonella plasmid virulence protein B,False
K19137,0.05,0.698970004,KEGG,CRISPR-associated protein Csn2,False
K03197,0.05,0.698970004,KEGG,type IV secretion system protein VirB2,True
K12066,0.05,0.698970004,KEGG,conjugal transfer pilus assembly protein TraK,True
K12068,0.05,0.698970004,KEGG,conjugal transfer pilus assembly protein TraL,True
K12211,0.05,0.698970004,KEGG,intracellular multiplication protein IcmG,True
K12218,0.05,0.698970004,KEGG,intracellular multiplication protein IcmP,True
K20528,0.04,0.602059991,KEGG,type IV secretion system protein TrbC,True
K19136,0.04,0.602059991,KEGG,CRISPR-associated protein Csx17,False
K12049,0.04,0.602059991,KEGG,ComB9 competence protein,True
K12064,0.04,0.602059991,KEGG,conjugal transfer pilus assembly protein TraV,True
K12069,0.04,0.602059991,KEGG,conjugal transfer pilus assembly protein TraA,True
K19085,0.04,0.602059991,KEGG,CRISPR-associated protein Csa1,False
K19088,0.04,0.602059991,KEGG,CRISPR-associated protein Cst1,False
K12228,0.04,0.602059991,KEGG,TrbB protein,True
K12061,0.03,0.477121255,KEGG,conjugal transfer pilus assembly protein TraW,True
K09000,0.03,0.477121255,KEGG,CRISPR-associated protein Cmr4,False
K19076,0.03,0.477121255,KEGG,CRISPR-associated protein Cmr2,False
K12214,0.03,0.477121255,KEGG,intracellular multiplication protein IcmL,True
K19121,0.02,0.301029996,KEGG,CRISPR-associated protein Csc2,False
K12059,0.02,0.301029996,KEGG,conjugal transfer pilus assembly protein TrbC,True
K12078,0.02,0.301029996,KEGG,type IV secretion system protein PtlA,True
K12081,0.02,0.301029996,KEGG,type IV secretion system protein PtlE,True
K12213,0.02,0.301029996,KEGG,intracellular multiplication protein IcmK,True
K19120,0.01,0.0,KEGG,CRISPR-associated protein Csc1,False
K19133,0.01,0.0,KEGG,CRISPR-associated protein Csb3,False
K19134,0.01,0.0,KEGG,CRISPR-associated protein Csx10,False
K09127,0.01,0.0,KEGG,CRISPR-associated protein Cmr3,False
K07061,0.01,0.0,KEGG,CRISPR-associated protein Cmr1,False
K03633,0.01,0.0,KEGG,chromosome partition protein MukF,False
K19089,0.01,0.0,KEGG,CRISPR-associated protein Cas5a/b/c,False
K12207,0.01,0.0,KEGG,intracellular multiplication protein IcmC,True
PF13392.10,10.0,4.533263517,Pfam,HNH endonuclease,False
PF02195.22,10.0,4.473399372,Pfam,ParB/Sulfiredoxin domain,True
PF01844.27,10.0,4.353646996,Pfam,HNH endonuclease,False
PF00239.25,10.0,4.342935635,Pfam,"Resolvase, N terminal domain",False
PF09588.14,10.0,4.283798573,Pfam,YqaJ-like viral recombinase domain,False
PF07508.17,10.0,4.123524981,Pfam,Recombinase,False
PF12684.11,10.0,4.108328194,Pfam,PDDEXK-like domain of unknown function (DUF3799),False
PF14279.10,10.0,4.018450832,Pfam,HNH endonuclease,False
PF02739.20,10.0,3.956552592,Pfam,"5'-3' exonuclease, N-terminal resolvase-like domain",False
PF13408.10,10.0,3.917820482,Pfam,Recombinase zinc beta ribbon domain,False
PF07282.15,10.0,3.810568529,Pfam,Putative transposase DNA-binding domain,False
PF01385.23,10.0,3.749195042,Pfam,Probable transposase,False
PF01541.28,10.0,3.731266349,Pfam,GIY-YIG catalytic domain,False
PF01656.27,10.0,3.601734148,Pfam,CobQ/CobB/MinD/ParA nucleotide binding domain,False
PF07261.15,10.0,3.539703239,Pfam,Replication initiation and membrane attachment,True
PF09299.15,10.0,3.532627001,Pfam,"Mu transposase, C-terminal",False
PF00665.30,10.0,3.50758604,Pfam,Integrase core domain,False
PF00521.24,10.0,3.409764104,Pfam,"DNA gyrase/topoisomerase IV, subunit A",True
PF18763.5,10.0,3.39707055,Pfam,ddrB-like ParB superfamily domain,False
PF19835.3,10.0,3.348110068,Pfam,"Putative endonuclease segE, GIY-YIG domain",False
PF13683.10,10.0,3.162564407,Pfam,Integrase core domain,False
PF02796.19,10.0,3.151063253,Pfam,Helix-turn-helix domain of resolvase,False
PF01527.24,10.0,3.118595365,Pfam,Transposase,False
PF02914.19,10.0,3.107888025,Pfam,Bacteriophage Mu transposase,False
PF01609.25,10.0,3.077004327,Pfam,Transposase DDE domain,False
PF12762.11,10.0,3.067814511,Pfam,ISXO2-like transposase domain,False
PF02486.23,10.0,3.0523091,Pfam,Replication initiation factor,True
PF01797.20,9.33,2.969881644,Pfam,Transposase IS200 like,False
PF02371.20,8.58,2.933487288,Pfam,Transposase IS116/IS110/IS902 family,False
PF01548.21,8.47,2.92788341,Pfam,Transposase,False
PF12760.11,8.34,2.921166051,Pfam,Transposase zinc-ribbon domain,False
PF09003.14,7.59,2.880241776,Pfam,"Bacteriophage lambda integrase, Arm DNA-binding domain",False
PF03989.17,6.9,2.838849091,Pfam,"DNA gyrase C-terminal domain, beta-propeller",True
PF13333.10,6.46,2.810232518,Pfam,Integrase core domain,False
PF13022.10,6.35,2.802773725,Pfam,Helix-turn-helix of insertion element transposase,False
PF06970.15,5.68,2.754348336,Pfam,Replication initiator protein A (RepA) N-terminus,True
PF02534.18,5.21,2.716837723,Pfam,Type IV secretory system Conjugative DNA transfer,True
PF01051.25,5.1,2.707570176,Pfam,"Initiator Replication protein, WH1",True
PF01610.21,5.03,2.701567985,Pfam,Transposase,False
PF12696.11,5.02,2.700703717,Pfam,TraM recognition site of TraD and TraG,True
PF00872.22,5.01,2.699837726,Pfam,"Transposase, Mutator family",False
PF13391.10,4.87,2.687528961,Pfam,HNH endonuclease,False
PF10412.13,4.8,2.681241237,Pfam,Type IV secretion-system coupling protein DNA-binding domain,True
PF03050.18,4.67,2.669316881,Pfam,Transposase IS66 family,False
PF05204.18,4.67,2.669316881,Pfam,Homing endonuclease,False
PF00091.29,4.59,2.661812686,Pfam,"Tubulin/FtsZ family, GTPase domain",True
PF13814.10,4.44,2.64738297,Pfam,Replication-relaxation,True
PF05598.15,4.44,2.64738297,Pfam,Transposase domain (DUF772),False
PF13395.10,4.03,2.605305046,Pfam,HNH endonuclease,False
PF03432.18,4.01,2.603144373,Pfam,Relaxase/Mobilisation nuclease domain,True
PF18780.5,3.84,2.584331224,Pfam,Homing endonuclease associated repeat,False
PF14072.10,3.65,2.562292864,Pfam,DNA-sulfur modification-associated,True
PF01076.23,3.53,2.547774705,Pfam,Plasmid recombination enzyme,True
PF02920.19,3.03,2.481442629,Pfam,DNA binding domain of tn916 integrase,False
PF13340.10,3.01,2.478566496,Pfam,Putative transposase of IS4/5 family (DUF4096),False
PF13817.10,2.95,2.469822016,Pfam,IS66 C-terminal element,False
PF05717.17,2.91,2.463892989,Pfam,IS66 Orf2 like protein,False
PF09159.14,2.75,2.439332694,Pfam,Mitochondrial resolvase Ydc2 / RNA splicing MRS1,False
PF13007.11,2.65,2.423245874,Pfam,Transposase C of IS166 homeodomain,False
PF13005.11,2.61,2.416640507,Pfam,zinc-finger binding domain of transposase IS66,False
PF05857.15,2.6,2.414973348,Pfam,TraX protein,False
PF19044.4,2.33,2.367355921,Pfam,TraG P-loop domain,True
PF14198.10,2.24,2.350248018,Pfam,Transposon-encoded protein TnpV,False
PF00437.24,2.22,2.346352974,Pfam,Type II/IV secretion system protein,True
PF13542.10,2.15,2.33243846,Pfam,Helix-turn-helix domain of transposase family ISL3,False
PF13751.10,2.12,2.326335861,Pfam,Transposase DDE domain,False
PF14690.10,1.84,2.264817823,Pfam,zinc-finger of transposase IS204/IS1001/IS1096/IS1165,False
PF10107.13,1.82,2.260071388,Pfam,Endonuclease related to archaeal Holliday junction resolvase,False
PF01446.21,1.75,2.243038049,Pfam,Replication protein,True
PF13586.10,1.73,2.238046103,Pfam,Transposase DDE domain,False
PF16684.9,1.71,2.23299611,Pfam,Telomere resolvase,False
PF06250.15,1.57,2.195899652,Pfam,YhcG PDDEXK nuclease domain,False
PF12784.11,1.54,2.187520721,Pfam,PD-(D/E)XK nuclease family transposase,False
PF01870.22,1.48,2.170261715,Pfam,Archaeal holliday junction resolvase (hjc),False
PF13612.10,1.44,2.158362492,Pfam,Transposase DDE domain,False
PF09652.14,1.41,2.149219113,Pfam,Putative CRISPR-associated protein (Cas_VVA1548),False
PF07506.15,1.33,2.123851641,Pfam,RepB plasmid partitioning protein,True
PF03389.19,1.28,2.10720997,Pfam,MobA/MobL family,True
PF18555.5,1.11,2.045322979,Pfam,MobL relaxases,True
PF11740.12,1.09,2.037426498,Pfam,Plasmid replication region DNA-binding N-term,True
PF13701.10,1.08,2.033423755,Pfam,Transposase DDE domain group 1,False
PF18103.5,1.0,2.0,Pfam,Retroviral integrase C-terminal SH3 domain,False
PF18697.5,1.0,2.0,Pfam,Murine leukemia virus (MLV) integrase (IN) C-terminal domain,False
PF03400.17,0.95,1.977723605,Pfam,IS1 transposase,False
PF09709.14,0.94,1.973127854,Pfam,CRISPR-associated protein (Cas_Csd1),False
PF01867.20,0.94,1.973127854,Pfam,CRISPR associated protein Cas1,False
PF04754.16,0.92,1.963787827,Pfam,"Putative transposase, YhgA-like",False
PF05732.15,0.9,1.954242509,Pfam,Firmicute plasmid replication protein (RepL),True
PF18106.5,0.9,1.954242509,Pfam,Rolling Circle replication initiation protein N-terminal domain,True
PF17921.5,0.84,1.924279286,Pfam,Integrase zinc binding domain,False
PF14412.10,0.83,1.919078092,Pfam,A nuclease family of the HNH/ENDO VII superfamily with conserved AHH,False
PF04796.16,0.82,1.913813852,Pfam,Plasmid encoded RepA protein,True
PF08751.15,0.81,1.908485019,Pfam,TrwC relaxase,True
PF19478.3,0.75,1.875061263,Pfam,TrbL/VirB6 plasmid conjugal transfer like protein,True
PF08798.15,0.74,1.86923172,Pfam,CRISPR associated protein,False
PF01526.21,0.73,1.86332286,Pfam,Tn3 transposase DDE domain,False
PF13737.10,0.71,1.851258349,Pfam,Transposase DDE domain,False
PF21368.1,0.69,1.838849091,Pfam,"AI2M/AI1M-like, HNH endonuclease",False
PF14202.10,0.67,1.826074803,Pfam,Transposon-encoded protein TnpW,False
PF04986.17,0.65,1.812913357,Pfam,Putative transposase,False
PF20199.2,0.65,1.812913357,Pfam,"Replication initiator protein, pSAM2",True
PF05713.15,0.64,1.806179974,Pfam,Bacterial mobilisation protein (MobC),True
PF07929.15,0.64,1.806179974,Pfam,Plasmid pRiA4b ORF-3-like protein,False
PF12508.12,0.61,1.785329835,Pfam,"Conjugative transposon, TraM",False
PF05107.16,0.61,1.785329835,Pfam,CRISPR-associated protein Cas7,False
PF06406.15,0.6,1.77815125,Pfam,"Plasmid segregation protein ParM, N-terminal",True
PF13011.10,0.6,1.77815125,Pfam,leucine-zipper of insertion element IS481,False
PF14319.10,0.59,1.770852012,Pfam,Transposase zinc-binding domain,False
PF10784.13,0.56,1.748188027,Pfam,Plasmid stability protein,True
PF09704.14,0.56,1.748188027,Pfam,CRISPR-associated protein (Cas_Cas5),False
PF07042.15,0.55,1.740362689,Pfam,TrfA protein,True
PF10134.13,0.54,1.73239376,Pfam,Replication initiator protein A,True
PF12642.11,0.53,1.72427587,Pfam,Conjugative transposon protein TcpC,True
PF09827.13,0.52,1.716003344,Pfam,CRISPR associated protein Cas2,False
PF18182.5,0.52,1.716003344,Pfam,minimal CRISPR polymerase domain,False
PF05551.15,0.5,1.698970004,Pfam,Zinc-binding loop region of homing endonuclease,False
PF19514.3,0.49,1.69019608,Pfam,MobC-like protein,True
PF01719.21,0.48,1.681241237,Pfam,Plasmid replication protein,True
PF12958.11,0.48,1.681241237,Pfam,Protein of unknown function (DUF3847),True
PF12648.11,0.48,1.681241237,Pfam,TcpE family,True
PF03743.18,0.47,1.672097858,Pfam,Bacterial conjugation TrbI-like protein,True
PF02387.19,0.46,1.662757832,Pfam,IncFII RepA protein family,True
PF03428.17,0.44,1.643452676,Pfam,Replication protein C N-terminal domain,True
PF11800.12,0.43,1.633468456,Pfam,Replication protein C C-terminal region,True
PF09481.14,0.43,1.633468456,Pfam,CRISPR-associated protein Cse1 (CRISPR_cse1),False
PF14414.10,0.41,1.612783857,Pfam,A nuclease of the HNH/ENDO VII superfamily with conserved WHH,False
PF01881.20,0.39,1.591064607,Pfam,"CRISPR associated protein Cas6, C-terminal",False
PF21523.1,0.38,1.579783597,Pfam,"Plasmid segregation protein ParM, C-terminal",True
PF14595.10,0.37,1.568201724,Pfam,Thioredoxin,True
PF03090.21,0.37,1.568201724,Pfam,Replicase family,True
PF17762.5,0.37,1.568201724,Pfam,HTH domain found in ParB protein,False
PF04610.18,0.35,1.544068044,Pfam,TrbL/VirB6 plasmid conjugal transfer protein,True
PF01710.20,0.34,1.531478917,Pfam,Transposase,False
PF12988.11,0.32,1.505149978,Pfam,TraQ conjugal transfer protein,True
PF10551.13,0.32,1.505149978,Pfam,MULE transposase domain,False
PF03534.17,0.3,1.477121255,Pfam,Salmonella virulence plasmid 65kDa B protein,False
PF02022.23,0.29,1.462397998,Pfam,Integrase Zinc binding domain,False
PF16592.9,0.28,1.447158031,Pfam,REC lobe of CRISPR-associated endonuclease Cas9,False
PF09620.14,0.27,1.431363764,Pfam,CRISPR-associated protein (Cas_csx3),False
PF16593.9,0.27,1.431363764,Pfam,Bridge helix of CRISPR-associated endonuclease Cas9,False
PF14410.10,0.27,1.431363764,Pfam,HNH/ENDO VII superfamily nuclease with conserved GHE residues,False
PF04335.17,0.26,1.414973348,Pfam,VirB8 protein,True
PF03524.19,0.25,1.397940009,Pfam,Conjugal transfer protein,True
PF19597.3,0.24,1.380211242,Pfam,Conjugal transfer protein TrbL,True
PF00552.25,0.23,1.361727836,Pfam,Integrase DNA binding domain,False
PF13006.11,0.22,1.342422681,Pfam,Insertion element 4 transposase N-terminal,False
PF12835.11,0.21,1.322219295,Pfam,Integrase,False
PF09614.14,0.21,1.322219295,Pfam,CRISPR-associated protein (Cas_Csy2),False
PF03135.18,0.2,1.301029996,Pfam,"CagE, TrbE, VirB family, component of type IV transporter system",True
PF06412.15,0.2,1.301029996,Pfam,Conjugal transfer protein TraD,True
PF10626.13,0.2,1.301029996,Pfam,Conjugative transposon protein TraO,True
PF14411.10,0.2,1.301029996,Pfam,A nuclease of the HNH/ENDO VII superfamily with conserved LHH,False
PF09615.14,0.19,1.278753601,Pfam,CRISPR-associated protein (Cas_Csy3),False
PF13728.10,0.19,1.278753601,Pfam,F plasmid transfer operon protein,True
PF07515.15,0.19,1.278753601,Pfam,Putative conjugal transfer nickase/helicase TraI C-term,True
PF09618.14,0.19,1.278753601,Pfam,CRISPR-associated protein (Cas_Csy4),False
PF16595.9,0.18,1.255272505,Pfam,PAM-interacting domain of CRISPR-associated endonuclease Cas9,False
PF09559.14,0.18,1.255272505,Pfam,Cas6 Crispr,False
PF08775.14,0.17,1.230448921,Pfam,ParB family,True
PF20815.1,0.17,1.230448921,Pfam,GIY-YIG catalytic domain,False
PF09611.14,0.16,1.204119983,Pfam,CRISPR-associated protein (Cas_Csy1),False
PF18976.4,0.16,1.204119983,Pfam,Family of unknown function (DUF5712),True
PF09707.14,0.16,1.204119983,Pfam,CRISPR-associated protein (Cas_Cas2CT1978),False
PF09274.14,0.14,1.146128036,Pfam,ParG,True
PF01963.21,0.14,1.146128036,Pfam,TraB/PrgY/gumN family,False
PF06834.15,0.14,1.146128036,Pfam,TraU protein,True
PF10040.13,0.14,1.146128036,Pfam,CRISPR-associated endoribonuclease Cas6,False
PF15636.10,0.13,1.113943352,Pfam,GHH signature containing HNH/Endo VII superfamily nuclease toxin,False
PF04956.17,0.13,1.113943352,Pfam,TrbC/VIRB2 pilin,True
PF21384.1,0.13,1.113943352,Pfam,"CRISPR-associated nuclease/helicase Cas3, I-F/YPEST, Cas2 domain",False
PF07863.15,0.12,1.079181246,Pfam,Homologues of TraJ from Bacteroides conjugative transposon,False
PF14882.10,0.12,1.079181246,Pfam,Integrase repeat unit,False
PF07916.15,0.12,1.079181246,Pfam,"TraG-like protein, N-terminal region",True
PF15657.10,0.11,1.041392685,Pfam,HNH/Endo VII superfamily nuclease toxins,False
PF09485.14,0.11,1.041392685,Pfam,CRISPR-associated protein Cse2 (CRISPR_cse2),False
PF16509.9,0.11,1.041392685,Pfam,TrfB plasmid transcriptional repressor,False
PF09079.15,0.11,1.041392685,Pfam,"CDC6, C terminal winged helix domain",True
PF07232.15,0.1,1.0,Pfam,Putative rep protein (DUF1424),True
PF17894.5,0.1,1.0,Pfam,Topo homolgy domain in CRISPR-associated endonuclease Cas9,False
PF13150.10,0.1,1.0,Pfam,Conjugative transposon protein TraL,True
PF07592.15,0.1,1.0,Pfam,Rhodopirellula transposase DDE domain,False
PF17893.5,0.1,1.0,Pfam,CRISPR-associated endonuclease Cas9 beta-hairpin domain,False
PF08857.15,0.09,0.954242509,Pfam,Putative ParB-like nuclease,False
PF05101.17,0.09,0.954242509,Pfam,"Type IV secretory pathway, VirB3-like protein",True
PF11130.12,0.09,0.954242509,Pfam,TraC protein,True
PF14706.10,0.07,0.84509804,Pfam,Transposase DNA-binding,False
PF18607.5,0.07,0.84509804,Pfam,ParA helix turn helix domain,False
PF07996.15,0.07,0.84509804,Pfam,Type IV secretion system proteins,True
PF06122.15,0.07,0.84509804,Pfam,Conjugative relaxosome accessory transposon protein,True
PF11083.12,0.06,0.77815125,Pfam,C-terminal helical hairpin domain from relaxase,False
PF19456.3,0.06,0.77815125,Pfam,MobI protein,True
PF09617.14,0.06,0.77815125,Pfam,CRISPR-associated protein GSU0053 (Cas_GSU0053),False
PF05309.15,0.06,0.77815125,Pfam,TraE protein,True
PF06430.16,0.05,0.698970004,Pfam,Lactococcus lactis RepB C-terminus,True
PF21350.1,0.05,0.698970004,Pfam,"CRISPR-associated protein Cas6, N-terminal",False
PF06952.15,0.05,0.698970004,Pfam,PsiA protein,True
PF06586.15,0.05,0.698970004,Pfam,TraK protein,True
PF07178.15,0.05,0.698970004,Pfam,TraL protein,True
PF18008.5,0.05,0.698970004,Pfam,Replication initiator protein A C-terminal domain,True
PF03652.19,0.05,0.698970004,Pfam,Holliday junction resolvase,False
PF06986.15,0.05,0.698970004,Pfam,"F-type Type IV secretion system, TraN",True
PF20874.1,0.05,0.698970004,Pfam,Relaxase central domain,False
PF09711.14,0.05,0.698970004,Pfam,CRISPR-associated protein (Cas_Csn2),False
PF01815.20,0.04,0.602059991,Pfam,Rop protein,True
PF15652.10,0.04,0.602059991,Pfam,HNH/Endo VII superfamily toxin with a SHH signature,False
PF09686.14,0.04,0.602059991,Pfam,Plasmid protein of unknown function (Plasmid_RAQPRD),False
PF09676.14,0.04,0.602059991,Pfam,Type IV conjugative transfer system lipoprotein (TraV),True
PF05509.15,0.03,0.477121255,Pfam,TraY domain,True
PF20829.1,0.03,0.477121255,Pfam,Anti-CRISPR protein Acr30-35/AcrF1,False
PF04899.16,0.03,0.477121255,Pfam,MbeD/MobD like,True
PF09659.14,0.03,0.477121255,Pfam,CRISPR-associated protein (Cas_Csm6),False
PF06290.15,0.03,0.477121255,Pfam,Plasmid SOS inhibition protein (PsiB),True
PF07057.15,0.03,0.477121255,Pfam,"DNA helicase TraI, C-terminal",True
PF05818.16,0.03,0.477121255,Pfam,Enterobacterial TraT complement resistance protein,False
PF09609.14,0.03,0.477121255,Pfam,"CRISPR-associated protein, GSU0054 family (Cas_GSU0054)",False
PF18272.5,0.03,0.477121255,Pfam,single-stranded DNA binding TraI N-terminal subdomain,True
PF02281.20,0.03,0.477121255,Pfam,Transposase Tn5 dimerisation domain,False
PF21069.1,0.03,0.477121255,Pfam,CRISPR-associated endonuclease Cas9 alpha-helical lobe,False
PF11393.12,0.03,0.477121255,Pfam,"Type-IV b secretion system, inner-membrane complex component",True
PF12602.12,0.03,0.477121255,Pfam,Fertility inhibition protein N terminal,True
PF01498.22,0.03,0.477121255,Pfam,Transposase,False
PF18340.5,0.03,0.477121255,Pfam,DNA relaxase TraI 2B/2B-like domain,True
PF13843.10,0.02,0.301029996,Pfam,Transposase IS4,False
