id	V-score	VL-score	db	name
K22719	10.0	3.813714392	KEGG	murein hydrolase activator
K03086	10.0	3.797682935	KEGG	RNA polymerase primary sigma factor
K20391	10.0	3.79761373	KEGG	HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes
K02479	10.0	3.793301354	KEGG	two-component system, NarL family, response regulator
K03090	10.0	3.78653848	KEGG	RNA polymerase sigma-B factor
K07684	10.0	3.774443969	KEGG	two-component system, NarL family, nitrate/nitrite response regulator NarL
K27000	10.0	3.773859552	KEGG	RNA polymerase sigma-H factor
K03420	10.0	3.758987547	KEGG	proteasome regulatory subunit
K11618	10.0	3.754118894	KEGG	two-component system, NarL family, response regulator LiaR
K15546	10.0	3.704665185	KEGG	XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator
K07689	10.0	3.696618459	KEGG	two-component system, NarL family, invasion response regulator UvrY
K20480	10.0	3.684126926	KEGG	HTH-type transcriptional regulator, quorum sensing regulator NprR
K03089	10.0	3.669316881	KEGG	RNA polymerase sigma-32 factor
K04077	10.0	3.666517981	KEGG	chaperonin GroEL [EC:5.6.1.7]
K07692	10.0	3.659345636	KEGG	two-component system, NarL family, response regulator DegU
K22447	10.0	3.647480773	KEGG	archaeal chaperonin
K07696	10.0	3.645618738	KEGG	two-component system, NarL family, response regulator NreC
K03093	10.0	3.645225712	KEGG	RNA polymerase sigma-I factor
K11624	10.0	3.64028263	KEGG	two-component system, NarL family, response regulator YdfI
K14987	10.0	3.62838893	KEGG	two-component system, LuxR family, response regulator FixJ
K20264	10.0	3.603144373	KEGG	two-component system, NarL family, response regulator FusR
K07694	10.0	3.595165415	KEGG	two-component system, NarL family, vancomycin resistance associated response regulator VraR
K07782	10.0	3.59206567	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator SdiA
K08900	10.0	3.591732239	KEGG	mitochondrial chaperone BCS1
K18958	10.0	3.591064607	KEGG	WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K07685	10.0	3.589055531	KEGG	two-component system, NarL family, nitrate/nitrite response regulator NarP
K01994	10.0	3.588943643	KEGG	LuxR family transcriptional regulator, transcriptional regulator of spore coat protein
K07728	10.0	3.587149498	KEGG	putative transcriptional regulator
K14979	10.0	3.583312152	KEGG	two-component system, LuxR family, secretion system response regulator SsrB
K07733	10.0	3.572523098	KEGG	prophage regulatory protein
K03088	10.0	3.569139725	KEGG	RNA polymerase sigma-70 factor, ECF subfamily
K07688	10.0	3.563243701	KEGG	two-component system, NarL family, response regulator, fimbrial Z protein, FimZ
K03686	10.0	3.561339941	KEGG	molecular chaperone DnaJ
K05516	10.0	3.559786968	KEGG	curved DNA-binding protein
K03064	10.0	3.556784782	KEGG	26S proteasome regulatory subunit T4
K23514	10.0	3.555578073	KEGG	RNA polymerase sigma-19 factor, ECF subfamily
K03530	10.0	3.553883027	KEGG	DNA-binding protein HU-beta
K13041	10.0	3.545430829	KEGG	two-component system, LuxR family, response regulator TtrR
K06694	10.0	3.543819805	KEGG	26S proteasome non-ATPase regulatory subunit 10
K03556	10.0	3.541454429	KEGG	LuxR family transcriptional regulator, maltose regulon positive regulatory protein
K22302	10.0	3.539953842	KEGG	transcriptional repressor of cell division inhibition gene dicB
K05787	10.0	3.522835314	KEGG	DNA-binding protein HU-alpha
K07686	10.0	3.521138084	KEGG	two-component system, NarL family, uhpT operon response regulator UhpA
K18098	10.0	3.519565501	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1
K03066	10.0	3.51401618	KEGG	26S proteasome regulatory subunit T6
K02483	10.0	3.505421328	KEGG	two-component system, OmpR family, response regulator
K24073	10.0	3.504062883	KEGG	RNA polymerase sigma factor CnrH
K13583	10.0	3.50242712	KEGG	GcrA cell cycle regulator
K07648	10.0	3.496929648	KEGG	two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]
K07693	10.0	3.488832634	KEGG	two-component system, NarL family, response regulator DesR
K13587	10.0	3.482158695	KEGG	two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
K03063	10.0	3.472024698	KEGG	26S proteasome regulatory subunit T3
K15502	10.0	3.471438407	KEGG	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A
K15503	10.0	3.470263447	KEGG	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B
K05801	10.0	3.467312063	KEGG	DnaJ like chaperone protein
K03061	10.0	3.465680212	KEGG	26S proteasome regulatory subunit T1
K07679	10.0	3.465531557	KEGG	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
K07658	10.0	3.454692449	KEGG	two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
K03062	10.0	3.452859336	KEGG	26S proteasome regulatory subunit T2
K20974	10.0	3.448397103	KEGG	two-component system, sensor histidine kinase [EC:2.7.13.3]
K14989	10.0	3.442166086	KEGG	two-component system, NarL family, secretion system response regulator SalR
K02485	10.0	3.438858659	KEGG	two-component system, response regulator
K07657	10.0	3.432167269	KEGG	two-component system, OmpR family, phosphate regulon response regulator PhoB
K23398	10.0	3.428782511	KEGG	activating signal cointegrator 1
K04080	10.0	3.428134794	KEGG	molecular chaperone IbpA
K07678	10.0	3.424228071	KEGG	two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
K04081	10.0	3.42373725	KEGG	molecular chaperone IbpB
K18344	10.0	3.418798291	KEGG	two-component system, OmpR family, response regulator VanR
K19694	10.0	3.416307587	KEGG	two-component system, sensor histidine kinase ChiS
K07668	10.0	3.41564098	KEGG	two-component system, OmpR family, response regulator VicR
K20918	10.0	3.411282913	KEGG	LuxR family transcriptional regulator, positive regulator of biofilm formation
K02488	10.0	3.409933123	KEGG	two-component system, cell cycle response regulator [EC:2.7.7.65]
K19666	10.0	3.405517107	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator SolR
K07690	10.0	3.40534636	KEGG	two-component system, NarL family, response regulator EvgA
K07647	10.0	3.403120521	KEGG	two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]
K13599	10.0	3.402605242	KEGG	two-component system, NtrC family, nitrogen regulation response regulator NtrX
K03627	10.0	3.400019635	KEGG	putative transcription factor
K05785	10.0	3.399327532	KEGG	transcriptional antiterminator RfaH
K10126	10.0	3.394101302	KEGG	two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD
K02481	10.0	3.39375064	KEGG	two-component system, NtrC family, response regulator
K07662	10.0	3.392872745	KEGG	two-component system, OmpR family, response regulator CpxR
K10715	10.0	3.391111614	KEGG	two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
K07774	10.0	3.389343311	KEGG	two-component system, OmpR family, response regulator TctD
K03413	10.0	3.386142109	KEGG	two-component system, chemotaxis family, chemotaxis protein CheY
K07687	10.0	3.384353414	KEGG	two-component system, NarL family, captular synthesis response regulator RcsB
K07720	10.0	3.382557322	KEGG	two-component system, response regulator YesN
K03563	10.0	3.382017043	KEGG	carbon storage regulator
K07669	10.0	3.380030248	KEGG	two-component system, OmpR family, response regulator MprA
K02490	10.0	3.379849179	KEGG	two-component system, response regulator, stage 0 sporulation protein F
K07775	10.0	3.377488383	KEGG	two-component system, OmpR family, response regulator ResD
K10916	10.0	3.37621185	KEGG	two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]
K15504	10.0	3.375480715	KEGG	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C
K07776	10.0	3.373647472	KEGG	two-component system, OmpR family, response regulator RegX3
K11527	10.0	3.372359583	KEGG	two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
K11329	10.0	3.371806459	KEGG	two-component system, OmpR family, response regulator RpaB
K19731	10.0	3.371067862	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator CciR
K07672	10.0	3.368844507	KEGG	two-component system, OmpR family, response regulator TrcR
K20973	10.0	3.368658712	KEGG	two-component system, sensor histidine kinase SagS [EC:2.7.13.3]
K20488	10.0	3.368100852	KEGG	two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR
K13924	10.0	3.366982976	KEGG	two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]
K21685	10.0	3.366796383	KEGG	LuxR family transcriptional regulator, regulator of acetate metabolism
K07660	10.0	3.36361198	KEGG	two-component system, OmpR family, response regulator PhoP
K14981	10.0	3.36267093	KEGG	two-component system, OmpR family, response regulator ChvI
K07667	10.0	3.362105319	KEGG	two-component system, OmpR family, KDP operon response regulator KdpE
K03065	10.0	3.360971884	KEGG	26S proteasome regulatory subunit T5
K07677	10.0	3.35831564	KEGG	two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
K13584	10.0	3.356599436	KEGG	two-component system, cell cycle response regulator CtrA
K20975	10.0	3.356217134	KEGG	two-component system, sensor histidine kinase [EC:2.7.13.3]
K02601	10.0	3.35545152	KEGG	transcription termination/antitermination protein NusG
K07691	10.0	3.354876423	KEGG	two-component system, NarL family, competent response regulator ComA
K18304	10.0	3.353531559	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator LasR
K02658	10.0	3.352568386	KEGG	twitching motility two-component system response regulator PilH
K18987	10.0	3.352375495	KEGG	two-component system, OmpR family, response regulator Irr
K07671	10.0	3.352182518	KEGG	two-component system, OmpR family, response regulator PrrA
K07665	10.0	3.349860082	KEGG	two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR
K17566	10.0	3.345569756	KEGG	protein phosphatase 1 regulatory subunit 27
K07659	10.0	3.343802333	KEGG	two-component system, OmpR family, phosphate regulon response regulator OmpR
K11443	10.0	3.343408594	KEGG	two-component system, cell cycle response regulator DivK
K07670	10.0	3.336859821	KEGG	two-component system, OmpR family, response regulator MtrA
K22010	10.0	3.336659823	KEGG	two-component system, response regulator PdtaR
K13589	10.0	3.333245699	KEGG	two-component system, cell cycle response regulator CpdR
K07714	10.0	3.328379603	KEGG	two-component system, NtrC family, response regulator AtoC
K20388	10.0	3.327358934	KEGG	HTH-type transcriptional regulator, cytolysin regulator
K15850	10.0	3.326540669	KEGG	two-component system, autoinducer 1 sensor kinase/phosphatase LuxN [EC:2.7.13.3 3.1.3.-]
K11384	10.0	3.322839273	KEGG	two-component system, NtrC family, response regulator AlgB
K11523	10.0	3.31868927	KEGG	two-component system, chemotaxis family, response regulator PixH
K02477	10.0	3.315130317	KEGG	two-component system, LytTR family, response regulator
K14983	10.0	3.311541958	KEGG	two-component system, OmpR family, response regulator CiaR
K15012	10.0	3.308991029	KEGG	two-component system, response regulator RegA
K10682	10.0	3.308564414	KEGG	two-component system, OmpR family, response regulator SaeR
K09454	10.0	3.304921162	KEGG	GA-binding protein transcription factor, beta
K20977	10.0	3.304921162	KEGG	two-component system, HptB-dependent secretion and biofilm response regulator
K19622	10.0	3.302979937	KEGG	two-component system, response regulator PhcR
K11493	10.0	3.301029996	KEGG	regulator of chromosome condensation
K07712	10.0	3.300595484	KEGG	two-component system, NtrC family, nitrogen regulation response regulator GlnG
K19692	10.0	3.295347148	KEGG	osomolarity two-component system, sensor histidine kinase TcsA [EC:2.7.13.3]
K25213	10.0	3.290479813	KEGG	two-component system, response regulator HptR
K10697	10.0	3.288025535	KEGG	two-component system, OmpR family, response regulator RpaA
K18946	10.0	3.28780173	KEGG	Straboviridae single-stranded DNA-binding protein
K07773	10.0	3.286680969	KEGG	two-component system, OmpR family, aerobic respiration control protein ArcA
K19607	10.0	3.281941933	KEGG	X-linked retinitis pigmentosa GTPase regulator
K11521	10.0	3.277379975	KEGG	two-component system, OmpR family, manganese sensing response regulator
K18941	10.0	3.274619619	KEGG	two-component system, OmpR family, response regulator ArlR
K08083	10.0	3.274388796	KEGG	two-component system, LytTR family, response regulator AlgR
K07772	10.0	3.27392678	KEGG	two-component system, OmpR family, torCAD operon response regulator TorR
K07695	10.0	3.271841607	KEGG	two-component system, NarL family, response regulator DevR
K22007	10.0	3.271609301	KEGG	Straboviridae RNA polymerase sigma factor
K07666	10.0	3.270678836	KEGG	two-component system, OmpR family, response regulator QseB
K10909	10.0	3.270212855	KEGG	two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]
K02667	10.0	3.26927939	KEGG	two-component system, NtrC family, response regulator PilR
K11712	10.0	3.26927939	KEGG	two-component system, LuxR family, response regulator DctR
K19610	10.0	3.26904571	KEGG	two-component system, OmpR family, response regulator PfeR
K07770	10.0	3.264109156	KEGG	two-component system, OmpR family, response regulator CssR
K14978	10.0	3.257678575	KEGG	two-component system, LuxR family, secretion system sensor histidine kinase SsrA
K19616	10.0	3.256717746	KEGG	two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]
K06655	10.0	3.256477206	KEGG	negative regulator of the PHO system [EC:2.7.11.22]
K20972	10.0	3.254064453	KEGG	two-component system, sensor histidine kinase RetS
K07699	10.0	3.248708736	KEGG	two-component system, response regulator, stage 0 sporulation protein A
K18349	10.0	3.243286146	KEGG	two-component system, OmpR family, response regulator VanR
K18073	10.0	3.243286146	KEGG	two-component system, OmpR family, response regulator ParR
K07771	10.0	3.242789809	KEGG	two-component system, OmpR family, response regulator BasR
K07664	10.0	3.242292905	KEGG	two-component system, OmpR family, response regulator BaeR
K04047	10.0	3.242292905	KEGG	starvation-inducible DNA-binding protein
K02491	10.0	3.239549721	KEGG	two-component system, sporulation sensor kinase A [EC:2.7.13.3]
K20971	10.0	3.239299479	KEGG	two-component system, sensor histidine kinase LadS
K13533	10.0	3.235528447	KEGG	two-component system, sporulation sensor kinase E [EC:2.7.13.3]
K07132	10.0	3.234770295	KEGG	Enterobacteriaceae phage ATP-dependent target DNA activator
K07661	10.0	3.229425848	KEGG	two-component system, OmpR family, response regulator RstA
K07713	10.0	3.224014811	KEGG	two-component system, NtrC family, response regulator HydG
K07724	10.0	3.224014811	KEGG	Ner family transcriptional regulator
K25280	10.0	3.222716471	KEGG	Autographiviridae single-stranded DNA-binding protein
K11692	10.0	3.220631019	KEGG	two-component system, CitB family, response regulator DctR
K02657	10.0	3.220369632	KEGG	twitching motility two-component system response regulator PilG
K17459	10.0	3.220108088	KEGG	protein phosphatase 1 regulatory inhibitor subunit 16B
K19691	10.0	3.214843848	KEGG	osomolarity two-component system, sensor histidine kinase NIK1 [EC:2.7.13.3]
K11383	10.0	3.214578954	KEGG	two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]
K19732	10.0	3.211921084	KEGG	LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids
K07645	10.0	3.211387553	KEGG	two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
K07663	10.0	3.210853365	KEGG	two-component system, OmpR family, catabolic regulation response regulator CreB
K07652	10.0	3.210586025	KEGG	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
K07698	10.0	3.207634367	KEGG	two-component system, sporulation sensor kinase C [EC:2.7.13.3]
K14986	10.0	3.206286044	KEGG	two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]
K07710	10.0	3.206286044	KEGG	two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]
K05031	10.0	3.201123897	KEGG	cystic fibrosis transmembrane conductance regulator [EC:5.6.1.6]
K10912	10.0	3.200850498	KEGG	two-component system, repressor protein LuxO
K02475	10.0	3.200303183	KEGG	two-component system, CitB family, response regulator
K17458	10.0	3.199206479	KEGG	protein phosphatase 1 regulatory subunit 16A
K08476	10.0	3.196176185	KEGG	two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA
K13023	10.0	3.195068996	KEGG	carboxypeptidase N regulatory subunit
K13815	10.0	3.188365926	KEGG	two-component system, response regulator RpfG
K18144	10.0	3.18582536	KEGG	two-component system, OmpR family, response regulator AdeR
K03710	10.0	3.184975191	KEGG	GntR family transcriptional regulator
K12271	10.0	3.184123354	KEGG	signal recognition particle 43 kDa protein
K17061	10.0	3.176380692	KEGG	two-component system, response regulator AauR
K04333	10.0	3.1752218	KEGG	LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein
K24967	10.0	3.174059808	KEGG	GntR family transcriptional regulator, N-acetylglucosamine utilization regulator
K08062	10.0	3.174059808	KEGG	regulatory factor X-associated ankyrin-containing protein
K07636	10.0	3.172894698	KEGG	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
K23634	10.0	3.172894698	KEGG	ankyrin-repeat domain containg transcription coregulator AsaA
K02103	10.0	3.171726454	KEGG	GntR family transcriptional regulator, arabinose operon transcriptional repressor
K07651	10.0	3.163459552	KEGG	two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]
K17457	10.0	3.159567193	KEGG	protein phosphatase 1 regulatory subunit 12C
K04469	10.0	3.15715444	KEGG	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2
K02043	10.0	3.150142162	KEGG	GntR family transcriptional regulator, phosphonate transport system regulatory protein
K00375	10.0	3.148910993	KEGG	GntR family transcriptional regulator / MocR family aminotransferase
K06270	10.0	3.147057671	KEGG	protein phosphatase 1 regulatory subunit 12A
K11711	10.0	3.146748014	KEGG	two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]
K02484	10.0	3.141449773	KEGG	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
K05799	10.0	3.140193679	KEGG	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
K13598	10.0	3.138302698	KEGG	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
K07705	10.0	3.137354111	KEGG	two-component system, LytTR family, response regulator LytT
K12329	10.0	3.137037455	KEGG	protein phosphatase 1 regulatory subunit 12B
K02486	10.0	3.136720567	KEGG	two-component system, sensor kinase [EC:2.7.13.3]
K11354	10.0	3.133538908	KEGG	two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]
K11922	10.0	3.13289977	KEGG	GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor
K07709	10.0	3.129367596	KEGG	two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]
K17550	10.0	3.12904506	KEGG	protein phosphatase 1 regulatory subunit 7
K18444	10.0	3.127104798	KEGG	two-component system, glycerol uptake and utilization response regulator
K20487	10.0	3.126456113	KEGG	two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]
K11231	10.0	3.126131407	KEGG	osomolarity two-component system, sensor histidine kinase SLN1 [EC:2.7.13.3]
K07640	10.0	3.125806458	KEGG	two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
K05836	10.0	3.124504225	KEGG	GntR family transcriptional regulator, histidine utilization repressor
K27077	10.0	3.122543524	KEGG	two-component system, NarL family, response regulator PprB
K10942	10.0	3.11991541	KEGG	two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]
K20334	10.0	3.117933835	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator CviR
K06284	10.0	3.117602692	KEGG	AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes
K13532	10.0	3.117602692	KEGG	two-component system, sporulation sensor kinase D [EC:2.7.13.3]
K10711	10.0	3.116275588	KEGG	GntR family transcriptional regulator, frlABCD operon transcriptional regulator
K07646	10.0	3.115943177	KEGG	two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
K13040	10.0	3.115943177	KEGG	two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]
K26992	10.0	3.114610984	KEGG	RNA polymerase sigma-O factor
K02482	10.0	3.110926242	KEGG	two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
K19661	10.0	3.110926242	KEGG	two-component system, NtrC family, sensor histidine kinase HupT/HoxJ [EC:2.7.13.3]
K18345	10.0	3.110252917	KEGG	two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
K02668	10.0	3.108903128	KEGG	two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
K07715	10.0	3.108226656	KEGG	two-component system, NtrC family, response regulator GlrR
K03482	10.0	3.106870544	KEGG	GntR family transcriptional regulator, glv operon transcriptional regulator
K11615	10.0	3.105169428	KEGG	two-component system, CitB family, response regulator MalR
K19734	10.0	3.104487111	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator ExpR
K07641	10.0	3.102776615	KEGG	two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]
K07644	10.0	3.102433706	KEGG	two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
K24768	10.0	3.101403351	KEGG	myelin regulatory factor [EC:3.4.-.-]
K07711	10.0	3.101403351	KEGG	two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]
K07638	10.0	3.100715087	KEGG	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
K07649	10.0	3.100370545	KEGG	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
K03492	10.0	3.100370545	KEGG	GntR family transcriptional regulator, regulator of glucomannan utilization
K19078	10.0	3.100370545	KEGG	two-component system, OmpR family, response regulator protein GraR
K10125	10.0	3.097604329	KEGG	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]
K15852	10.0	3.096214585	KEGG	LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon
K07708	10.0	3.095866453	KEGG	two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
K07768	10.0	3.094121596	KEGG	two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]
K07697	10.0	3.093421685	KEGG	two-component system, sporulation sensor kinase B [EC:2.7.13.3]
K07639	10.0	3.093071306	KEGG	two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]
K21025	10.0	3.092720645	KEGG	multidomain signaling protein FimX
K17060	10.0	3.09131516	KEGG	two-component system, sensor histidine kinase AauS [EC:2.7.13.3]
K18940	10.0	3.09131516	KEGG	two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]
K03412	10.0	3.090963077	KEGG	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]
K10681	10.0	3.090963077	KEGG	two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]
K24969	10.0	3.090258053	KEGG	GntR family transcriptional regulator, nutrient-sensing system regulator
K18072	10.0	3.089905111	KEGG	two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
K03486	10.0	3.089198367	KEGG	GntR family transcriptional regulator, trehalose operon transcriptional repressor
K07642	10.0	3.08849047	KEGG	two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]
K19082	10.0	3.086003706	KEGG	two-component system, OmpR family, response regulator protein BraR/BceR
K14980	10.0	3.08278537	KEGG	two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]
K11356	10.0	3.082066934	KEGG	two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
K08479	10.0	3.078819183	KEGG	two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]
K11444	10.0	3.07114529	KEGG	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]
K14982	10.0	3.068185862	KEGG	two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]
K15011	10.0	3.064083436	KEGG	two-component system, sensor histidine kinase RegB [EC:2.7.13.3]
K11526	10.0	3.064083436	KEGG	two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL
K18143	10.0	3.063708559	KEGG	two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]
